"name";"reviewNum";"searchKey";"givenKey";"address";"latitude";"longitude";"id"
"West Kowloon Maternal and Child Health Centre";8;"school";"Child Health Care Centre";"Sham Shui Po, Cheung Sha Wan Rd, 303號西九龍 Cheung Sha Wan Government Offices, 健康中心2字樓";22.331687;114.160438;553
"Accident & Emergency Departments, Queen Elizabeth Hospital";8;"school";"Emergency Room";"30號 Gascoigne Rd, King's Park";22.308188;114.173688;554
"深圳国际施行卫生保健中心深圳口岸医院";0;"school";"Hospital";"China, Guangdong, Shenzhen, Futian, Closed Area, 皇岗口岸生活区2号综合楼 邮政编码: 518033";22.528063;114.080063;555
"7-Eleven - Queen Mary Hospital";2;"school";"Convenience store";"102 Pok Fu Lam Rd, High West";22.270812;114.130938;556
"VSH (Veterinary Specialty Hospital) Hong Kong 專科獸醫醫院";64;"school";"Animal Hospital";"Lucky Centre, 1/F, Lucky Centre, 165-171 Rd, 號 樂 基 中心 1 樓 Lucky Centre, Wan Chai Rd, Wan Chai";22.276938;114.177062;557
"The School of Nursing, Hong Kong Sanatorium & Hospital";5;"school";"Nursing school";"2 Heung Yip Rd";22.248688;114.168938;558
"Hong Kong Baptist Hospital - Block D, Outpatients";2;"school";"Health";"Beacon Hill, 聯合道322號";22.339187;114.179938;559
"Tung Wah Group of Hospitals Museum";1;"school";"Heritage Building";"Mong Kok, Waterloo Rd, 25號號";22.314938;114.171938;560
"The Society of Hospital Pharmacists of Hong Kong";1;"school";"Association or organization";"嘉昌商業中心";22.286938;114.191938;561
"United Christian Hospital Emergency Room";13;"school";"Emergency Room";"130 Hip Wo St, Sau Mau Ping";22.322188;114.227938;562
"Yan Chai Hospital Hong Kong Peninsula Lions Club Elderly Home";2;"school";"Retirement Home";"Tsing Yi, 新界青衣長康邨康順樓三字樓A、C翼及四字樓A、B、C翼";22.350063;114.099938;563
"Tai Wai Small Animal and Exotic Hospital";26;"school";"Animal Hospital";"Tai Wai Sha Tin G/F, Shop C-D, Lap Wo Building, 69-75 Chik Shun St, Tai Wai, Sha Tin";22.376688;114.178937;564
"Pok Oi Hospital Yuen Yuen Institute Children and Families Development Centre";0;"school";"Social services organization";"Nga Ying Chau, 新界青衣長安邨安湖樓103-106室";22.360938;114.104188;565
"Yan Chai Charitable Fund";0;"school";"Charity";"Tsuen Wan, Yan Chai St, 仁 濟 醫院 C 座";22.369563;114.119563;566
"Bank of China (Hong Kong) Bonham Road Branch";1;"school";"Bank";"63 Bonham Rd, Sai Wan";22.284438;114.140813;567
"ICBC (Asia)";2;"school";"Bank";"345 Des Voeux Rd W, Sai Ying Pun";22.287187;114.137437;568
"DBS Bank - West Central Branch";5;"school";"Bank";"441 Queen's Rd W, Sai Wan";22.286188;114.135438;569
"南洋商業銀行";1;"school";"Bank";"334 Des Voeux Rd W, Sai Wan";22.287062;114.138188;570
"Standard Chartered Shek Tong Tsui Branch";5;"school";"Bank";"Shop 8-12, G/F, 455-485 Queen`s Road West, Shek Tong Tsui, Hong Kong, Shek Tong Tsui";22.286437;114.134437;571
"Public Bank Shek Tong Tsui Branch";2;"school";"Bank";"Sai Wan, 德輔道西369號";22.286938;114.135562;572
"HSBC Bonham Road Branch";1;"school";"Bank";"68 Bonham Rd, Sai Wan";22.284313;114.142563;573
"Chong Hing Bank Sai Ying Pun Branch";1;"school";"Bank";"81-85 Des Voeux Rd W, Sheung Wan";22.287938;114.145563;574
"Chong Hing Bank";2;"school";"Bank";"347-349 Des Voeux Rd W, Sai Wan";22.287062;114.136938;575
"Bank of East Asia";1;"school";"Bank";"University Dr, Lung Fu Shan";22.283188;114.134437;576
"United Overseas Bank Limited";3;"school";"Bank";"Central, Garden Rd, 3號";22.278688;114.161063;577
"Dah Sing Bank Shek Tong Tsui Branch";2;"school";"Bank";"Shop 15-16, G/F, 443-453 Queen's Rd W, Shek Tong Tsui";22.286563;114.135062;578
"創興銀行";2;"school";"ATM";"Sai Wan, 德輔道西347號";22.287062;114.136688;579
"HSBC Des Voeux Road West Branch Premier Centre";2;"school";"Bank";"40-50 Des Voeux Rd W, Sheung Wan";22.287563;114.146938;580
"Bank of Communications Kennedy Town Sub-Branch";1;"school";"Bank";"113-119 Belcher's St, Sai Wan";22.282687;114.128063;581
"Wing Lung Bank Western District Branch";2;"school";"Bank";"262 Queen's Rd W, Sai Wan";22.286813;114.142937;582
"China Construction Bank (Asia) Sai Wan Branch";3;"school";"Bank";"489 Queen's Rd W, Sai Wan";22.286688;114.133938;583
"ATM (HSBC)";0;"school";"ATM";"40-50 Des Voeux Rd W, Sheung Wan";22.287438;114.146938;584
"中國工商銀行(亞洲)西環個人理財中心";0;"school";"Bank";"地下2號舖, 345 - 345A Des Voeux Rd Central, Sai Wan";22.287187;114.137313;585
"Public Bank";0;"school";"Bank";"Des Voeux Rd Central, Central";22.283938;114.156438;586
"Hang Seng Bank Sheung Wan Branch";5;"school";"Bank";"Sheung Wan, Shop 9-10Tung Ning Building251 Des Vouex Road Central";22.286688;114.152313;587
"中國工商銀行（亞洲）西環分行";0;"school";"Bank";"Sai Wan, 皇后大道西242號";22.286813;114.143188;588
"星展銀行德輔道中分行";4;"school";"Bank";"Central, 地庫、地下及 1 樓中環德輔道中39-41 號";22.283312;114.157063;589
"Bank of America Merrill Lynch";3;"school";"Financial consultant";"Cheung Kong Centre, 2 Queen's Road Central, Central";22.279562;114.160563;590
"Bank of Hawaii";1;"school";"Bank";"Sheung Wan, 無限極廣場";22.286563;114.153687;591
"Bank of East Asia Bonham Road Branch";3;"school";"Bank";"Ka Fu Building, 19-27 Bonham Rd, Sai Wan";22.284563;114.142438;592
"Bank of China (Hong Kong) Shek Tong Tsui Branch";1;"school";"Bank";"534 Queen's Rd W, Sai Wan";22.286063;114.134437;593
"Hang Seng Bank - Central Prestige Banking Centre";4;"school";"Bank";"B/F Loke Yew Building, 50-52 Queen's Road Central, Central";22.282188;114.156062;594
"大新銀行石塘咀分行";0;"school";"ATM";"Sai Wan";22.286188;114.135062;595
"ATM (Bank of China)";1;"school";"ATM";"63 Bonham Rd, Sai Wan";22.284313;114.140688;596
"E.SUN Commercial Bank (Hong Kong Branch)";2;"school";"Bank";"Suites 2805-2812, 28/F, Tower 6, the Gateway, 25 Canton Road, Tsimshatsui, Kowloon, Hong Kong., Tsim Sha Tsui";22.297313;114.168313;597
"Dah Sing Bank Admiralty Centre Branch";0;"school";"Bank";"Shop No. 10, 1st Floor of the Podium, Admiralty Centre, No. 18 Harcourt Road Admiralty, Admiralty";22.279562;114.164938;598
"Wing Lung Bank";5;"school";"Bank";"45 Des Voeux Rd Central, Central";22.283312;114.156938;599
"Standard Chartered Bank ATM";3;"school";"ATM";"Sai Wan, 皇后大道西455號";22.286437;114.134437;600
"Public Bank (Hong Kong) Western Branch";1;"school";"Bank";"Kam Kwan Building, G/F, 2-3, Sai Wan";22.288063;114.143437;601
"中信嘉華銀行皇后大道西分行";1;"school";"Bank";"Sai Wan, 皇后大道西488號";22.285938;114.135562;602
"Bank of China (Hong Kong) Des Voeux Road West Branch";3;"school";"Bank";"111-119 Des Voeux Rd W, Sai Wan";22.287938;114.144563;603
"Bank of Taiwan Hong Kong Branch";0;"school";"Bank";"Central Tower, 23/F, 28 Queen's Road Central, Central";22.281187;114.156813;604
"HSBC Exchange Square Branch & Premier Centre";12;"school";"Bank";"Exchange Square Podium, 8 Connaught Pl, Central";22.283437;114.158437;605
"華僑永亨銀行ATM";0;"school";"ATM";"Sai Wan, 德輔道西139～141";22.288063;114.144188;606
"Hang Seng Bank ATM - Shek Tong Tsui Automated Banking Centre";3;"school";"ATM";"363 Des Voeux Rd W, Shek Tong Tsui";22.286938;114.136312;607
"CIMB Bank Berhad, Hong Kong Branch";0;"school";"Bank";"Central, Queen's Road Central, 15號Gloucester Tower The Landmark25/F";22.281563;114.157813;608
"Bank of China (Hong Kong) Kennedy Town Branch";7;"school";"Bank";"Sai Wan, 吉席街2號";22.283563;114.129438;609
"Ka Wah Bank Centre";0;"school";"Bank";"Ka Wah Bank Centre, 232 Des Voeux Rd Central, Sheung Wan";22.286188;114.152688;610
"Hang Seng Bank - Hankow Road Branch";6;"school";"Bank";"4 Hankow Rd, Tsim Sha Tsui";22.295937;114.171313;611
"China CITIC Bank International Limited";1;"school";"Bank";"Wing Yue Building, G/F,, 60-64 Des Voeux Rd W, Sheung Wan";22.287563;114.146563;612
"Bank Of Communication";0;"school";"Bank";"113 Belcher's St, Sai Wan";22.282687;114.128063;613
"Bank of East Asia, iSquare Branch";5;"school";"Bank";"63 Nathan Rd, Tsim Sha Tsui";22.296687;114.171938;614
"花旗銀行(香港) – 自動櫃員機/ Citibank Hong Kong – ATM";1;"school";"ATM";"Lower Ground Floor, The Westwood of The Belcher's, 8 Belcher's Street Sai wan, Shek Tong Tsui";22.285687;114.132938;616
"HSBC 128 Queen's Road Central Branch";7;"school";"Bank";"128-40 Queen's Road Central, Central";22.284062;114.154187;617
"LGT Bank (Hong Kong)";1;"school";"Bank";"4203 Two Exchange Square, 8 Connaught Place Central, Central";22.283688;114.158313;618
"Bank Consortium Trust Company Limited";3;"school";"Bank";"Cosco Tower, Sheung Wan";22.285687;114.152938;620
"Jetco - Bank of East Asia Caine Road Branch";1;"school";"Bank";"63-69 Caine Rd, Central";22.281187;114.152313;621
"Silicon Valley Bank";0;"school";"Bank";"Jardine House, Suite 801, 8/F, 1 Connaught Pl, Central";22.283188;114.159188;622
"Fubon Bank Western District Branch";0;"school";"Bank";"44-46 Belcher's St, Kennedy Town";22.282813;114.129438;623
"Chiyu Bank Head Office";1;"school";"Bank";"78 Des Voeux Rd Central, Central";22.283938;114.156062;624
"Bank of China (Hong Kong) Connaught Road Central Branch";3;"school";"Bank";"14 Connaught Rd Central, Central";22.282938;114.157813;625
"ICICI Bank Limited";5;"school";"Bank";"Chuang's Tower, 號 1 樓 102-103 室, 30-32 Connaught Rd Central, Central";22.283563;114.157063;626
"JETCO - Public Bank (Hong Kong) Western Branch";0;"school";"ATM";"163-167 Des Voeux Rd W, Sai Wan";22.288063;114.143437;627
"HSBC Holdings plc";8;"school";"Bank";"Central, 中環 皇后大道中1號";22.280063;114.159438;628
"中國工商銀行(亞洲)香港大學站自動櫃員機";0;"school";"ATM";"港鐵香港大學站B出口, Shek Tong Tsui";22.285813;114.132562;630
"Jetco - Wing Lung Bank Kennedy Town Branch";0;"school";"ATM";"28 Catchick St, Sai Wan";22.283188;114.128312;631
"Hang Seng Bank ATM";0;"school";"ATM";"Sheung Wan, Des Voeux Rd Central, 251號東寧大廈地下";22.286688;114.152313;632
"HSBC International Business Centre";2;"school";"Bank";"Hsbc Centre Tower 2, 1 Sham Mong Rd, No. 12 Hill";22.318813;114.161063;633
"Hang Seng Bank ATM - MTR HKU station";0;"school";"ATM";"HKU MTR station, Pok Fu Lam";22.283938;114.135062;634
"滙豐銀行(櫃員機)";0;"school";"ATM";"1-3 Peng Chau Wing Hing St, Peng Chau";22.284563;114.038812;635
"Melli Bank PLC";0;"school";"Bank";"花園道三號冠君大廈2010-2011室, Central";22.278563;114.160688;636
"中國工商銀行(亞洲)-堅道分行";0;"school";"Bank";"地下, Caine Building, 22號 Caine Rd, Wan Chai";22.279938;114.153562;637
"Public Bank (Hong Kong) Aberdeen Branch";1;"school";"Bank";"Aberdeen, Aberdeen Main Rd, Shop C, G/F, Kong Kai Building, 184";22.249563;114.155563;638
"Agricultural Bank of China Building";1;"school";"Bank";"50 Connaught Rd Central, Central";22.285063;114.155813;639
"南洋商業銀行ATM";0;"school";"ATM";"Sheung Wan, 皇后大道中359～361";22.286063;114.149313;640
"Hang Seng Bank ATM - MTR Kennedy Town Station";1;"school";"ATM";"22.281254, 114.128614, MTR, Kennedy Town Station, Kennedy Town";22.281313;114.128563;641
"Standard Chartered Aberdeen Branch";1;"school";"Bank";"Aberdeen Centre Hoi Tsing Court, 6-, 12 Nam Ning St, Aberdeen";22.248188;114.153687;642
"Royal Bank of Canada";2;"school";"Bank";"Suite 5101, 5102 and 5108, 51st Floor Central Plaza, 18 Harbour Road, Wanchai, Hong Kong, Wan Chai";22.279813;114.173813;643
"Bank of China (Hong Kong) Cheung Chau Branch";1;"school";"Bank";"Cheung Chau, 大新街53-55號";22.207063;114.029188;644
"Standard Chartered Bank";4;"school";"Bank";"Tsim Sha Tsui, 彌敦道68";22.297938;114.172312;645
"China Construction Bank";0;"school";"ATM";"239 Des Voeux Rd Central, Sheung Wan";22.286688;114.152563;646
"怡和街分行 (Yee Wo Street Branch) - CITIBANK HONG KONG";2;"school";"Bank";"G/F & 1/F, Hong Kong Chinese Bank Causeway Bay Center, 42-44 Yee Wo Street, Causeway Bay";22.279562;114.185688;647
"HSBC Causeway Bay HSBC Business Centre";15;"school";"Bank";"Causeway Bay, Lockhart Rd, 463-483號, Lippo House (causeway Bay Plaza 2), 14th floor";22.280563;114.182063;650
"Hang Seng Bank ATM - MTR Sheung Wan Station (Central Concourse)";0;"school";"ATM";"MTR Sheung Wan Station, Sheung Wan";22.286688;114.152063;651
"東亞銀行ATM";0;"school";"ATM";"Central";22.281187;114.152313;652
"Macquarie Bank Limited";3;"school";"Investment Bank";"Central, 香港中環港景街1號國際金融中心第1期18樓";22.284937;114.156813;653
"Heng Sang Bank";3;"school";"Bank";"Tsing Yi, 青衣城, 1/F, 108B舖";22.359312;114.108438;655
"Hang Seng ATM - MTR Kowloon Station";0;"school";"Bank";"22.304315, 114.161485, West Kowloon";22.304312;114.161437;656
"Nanyang Commercial Bank ATM";1;"school";"ATM";"86 Belcher's St, Kennedy Town";22.282562;114.128312;657
"HSBC South Horizons Express Banking";0;"school";"ATM";"Marina Square West Centre, 12A South Horizon Drive, Ap Lei Chau";22.244188;114.147188;658
"匯豐日夜理財中心";5;"school";"Bank";"Tai Wai, 沙田大圍顯徑商場 B 翼地下 120 號舖";22.362937;114.171687;659
"HSBC Cheung Sha Wan Commercial Service Centre";1;"school";"Bank";"Long To Building, G/F,, 654-656 Castle Peak Rd, Cheung Sha Wan";22.338563;114.148312;660
"國際個人銀行服務中心旺角分行 International Personal Banking Center - Mongkok - CITI HK";0;"school";"Bank";"Shop 8, G/F – 2/F, Wai Fung Plaza, 664 Nathan Road, Mong Kok";22.319187;114.169812;661
"China Construction Bank (Asia) Mei Foo Branch";2;"school";"Bank";"1-3 Mount Sterling Mall, Mei Foo Sun Chuen";22.337938;114.139812;662
"Hang Seng Bank";4;"school";"Bank";"Tung Chung, TUC9 MTR Station Tung Chung Tung Chung";22.289063;113.941063;663
"Bank of China (Hong Kong) Tuen Mun San Hui Branch";2;"school";"Bank";"112-140 Tuen Mun Heung Sze Wui Rd, San Hui";22.398188;113.975313;665
"中國銀行（香港）屯門花園分行";6;"school";"Bank";"Tuen Mun, 青海圍";22.389188;113.978812;666
"滙豐銀行ATM";1;"school";"ATM";"Discovery Bay";22.295438;114.016188;667
"中國銀行自動櫃員機";1;"school";"ATM";"1 Fung Shue Wo Rd, Tsing Yi";22.353188;114.109063;668
"渣打銀行";0;"school";"Bank";"號, 1027 King's Rd, Quarry Bay";22.284812;114.212813;669
"Hang Seng Bank ATM - MTR Disneyland Resort Station";3;"school";"ATM";"MTR Disneyland Resort Station, Lantau Island";22.315437;114.045562;672
"DBS Tuen Mun Town Plaza Branch";2;"school";"ATM";"Tuen Mun, 屯門市廣場 1 樓 39-42 號舖屯門屯隆街 3 號";22.394063;113.976437;674
"Bank of China";1;"school";"Bank";"Chek Lap Kok";22.316812;113.936563;675
"愉景灣銀行服務中心";1;"school";"Bank";"Lantau Island, Plaza Ln, 2號C 號 Discovery Bay Office Centre, 座地下G28 舖";22.295312;114.016687;676
"Hang Seng Bank ATM - MTR Sunny Bay Station";1;"school";"ATM";"MTR Sunny Bay Station, Lantau Island";22.331687;114.028938;677
"Bank of China (Hong Kong) Tin Shui Estate Branch";5;"school";"Bank";"9 Tin Shui Rd, Tin Shui Wai";22.456188;113.998813;679
"永隆銀行";0;"school";"ATM";"Tuen Mun, 鄉事會路42號";22.396188;113.974813;680
"Public Bank (Hong Kong) Tuen Mun Sub-Branch";1;"school";"Bank";"1-7 Kai Man Path, San Hui";22.395812;113.975062;682
"Hang Seng Bank Yuen Long Branch";4;"school";"Bank";"93 Castle Peak Road (Yuen Long), Yuen Long";22.444688;114.029188;683
"東亞銀行嘉湖山莊分行";7;"school";"Bank";"Tin Shui Wai";22.457063;114.003563;686
"The Bank of East Asia";0;"school";"Bank";"33 Tat Tung Rd, Tung Chung";22.288938;113.942438;687
"星展銀行分店";1;"school";"Bank";"屯 門市 廣場 第 2 期 地下, Tuen Mun";22.393938;113.976188;689
"Wing Lung Tuen Mun Branch";2;"school";"Bank";"42 Tuen Mun Heung Sze Wui Rd, San Hui";22.396313;113.974813;690
"中國建設銀行(亞洲)";8;"school";"Bank";"3 Tuen Lung St, Tuen Mun";22.394187;113.976063;692
"HSBC Easi-banking Centre";1;"school";"ATM";"288 Queen's Rd W, Sai Ying Pun";22.286813;114.142438;693
"Hang Seng Bank ATM - Discovery Bay North Plaza";1;"school";"ATM";"1/F, Discovery Bay North Plaza , Discovery Bay, Lantau Island";22.294313;114.015313;694
"屯門分行 (Tuen Mun Branch) - Citibank Hong Kong";2;"school";"Bank";"102, 101, 1 Tuen Lung St, Tuen Mun";22.393563;113.975313;695
"Standard Chartered";1;"school";"ATM";"2A Tuen Mun Heung Sze Wui Rd, Tuen Mun";22.388563;113.975062;696
"Hang Seng Bank ATM - MTR Tung Chung Station";7;"school";"ATM";"MTR Tung Chung Station, Tung Chung Lantau Island";22.288938;113.940812;697
"Bank of East Asia ATM";0;"school";"ATM";"Tuen Mun";22.381063;113.978187;699
"Bank of China (Hong Kong) ATM";2;"school";"ATM";"1/F, North Lantau Hospital,, Tung Chung";22.282188;113.939187;701
"Hang Seng Bank ATM - North Lantau Hospital";1;"school";"ATM";"Level 1, North Latau Hospital, Tung Chung";22.282063;113.939313;702
"Hang Seng Bank ATM - Caribbean Square";5;"school";"ATM";"1 Kin Tung Rd, Tung Chung";22.291938;113.949312;704
"HSBC ATM";0;"school";"ATM";"Guangdong Investment Building, G/F, A, Sheung Wan";22.287062;114.151063;705
"Commonwealth Bank of Australia";2;"school";"Banking and Finance";"One Exchange Square, 8 Connaught Pl, Central";22.283813;114.158437;707
"Pardeshe.";0;"school";"ATM";"9-15 Sai Yuen Lane, 9-15 Sai Yuen Ln, Sai Ying Pun";22.287438;114.141687;708
"ATM in MTR (BOC)";0;"school";"ATM";"Sai Ying Pun Station Exit C, W End Path, Sai Ying Pun";22.285562;114.142688;709
"HSBC Bonham Road Branch ATM";0;"school";"ATM";"Mid-level";22.284438;114.142563;710
"西營盤站A1出口";5;"school";"ATM";"23 Tsz Mi Alley, Sai Wan";22.287187;114.144438;711
"Oversea-Chinese Banking Corporation Ltd.";0;"school";"Corporate office";"Central, 香港中環皇后大道中9號9樓";22.280313;114.158313;712
"Corporation Bank";0;"school";"Point of interest";"Rm. 1304, 13/Floor Lippo Centre, Tower 2 89 Queensway Admiralty Hong Kong, Admiralty";22.279438;114.163312;713
"shusheung tak";0;"school";"ATM";"142 Bonham Strand, Sheung Wan";22.286437;114.149188;714
"Land Bank of Taiwan Co., Ltd.";0;"school";"Point of interest";"Unit 3101-06 & 12, Tower 1, the Gateway, No.25 Canton Road, Tsimshatsui, Kowloon., Tsim Sha Tsui";22.299438;114.167813;715
"Bank of China Tower";751;"school";"Tower";"1 Garden Rd, Central";22.279313;114.161437;716
"工銀亞洲(櫃員機)";0;"school";"ATM";"220 Des Voeux Rd Central, Sheung Wan";22.286188;114.152938;717
"Royal Bank of Scotland Public Limited Company, The";1;"school";"Point of interest";"7-8/F, 13-14/F and 16/F, Lincoln House, 979 King's Road, Hong Kong, Quarry Bay";22.287313;114.210438;718
"Café Hunan";26;"school";"Restaurant";"420-424 Queen's Rd W, Shek Tong Tsui";22.286312;114.138813;719
"Bayi";206;"school";"Asian restaurant";"G/F, 43 Water St, Western District";22.285313;114.139063;720
"Chau Kee";319;"school";"Dim Sum restaurant";"Tung Lee Mansion, 地下 H1 號 舖, 1C-1K Water St, Sai Ying Pun";22.286938;114.138813;721
"New One Cafe";13;"school";"Chinese restaurant";"Sai Wan, 西環西營盤皇后大道西416號";22.286563;114.138938;722
"Ka Kee Restaurant";2;"school";"Restaurant";"438 Queen's Rd W, Sai Wan";22.286312;114.138562;723
"junelsrestobar Filipino Restaurant and Karaoke";34;"school";"Filipino restaurant";"11 Lai On Lane, Water St, Sai Ying Pun";22.287187;114.139312;724
"Cafe Hunan 書湘門第";73;"school";"Xiang cuisine restaurant";"Sai Wan, 西環皇后大道西420-424號冠華大廈地下B號舖";22.286312;114.138813;725
"Fire Well Hot Pot and Seafood Restaurant";103;"school";"Hot pot restaurant";"419 Queen's Rd W, Sai Wan";22.286437;114.137937;726
"Wing Hop Sing";84;"school";"Rice restaurant";"号地铺, 360 Des Voeux Rd West 西环, 360 Des Voeux Rd W, Sai Ying Pun";22.287062;114.137688;727
"Kwong Kee Restaurant";69;"school";"Chinese restaurant";"Sai Wan, 西環水街6B地下";22.286188;114.139187;728
"Buddy House Japanese Cuisine";50;"school";"Japanese restaurant";"31 Water St, Sai Ying Pun";22.285562;114.139063;729
"OPPA Chicken";56;"school";"Korean restaurant";"Shek Tong Tsui, On Ning Ln, 1-15號Shop 1J Tung Lee Mansion";22.286938;114.138813;730
"Hung Hing Restaurant";157;"school";"Chinese restaurant";"Hang Fai Building, 22-32 Pok Fu Lam Rd, Sai Ying Pun";22.285813;114.140063;732
"Classified Sai Ying Pun";147;"school";"Western restaurant";"Shop 1B, G/F, Upton Tower, 345 Des Voeux Road West, Sai Ying Pun";22.287187;114.137313;733
"Sheng Tao Sha Restaurant";0;"school";"Restaurant";"Sai Wan, 西環水街1C-1K號東利大樓地下A2-A3舖";22.286938;114.138813;734
"Chui Yun Restaurant";144;"school";"Restaurant";"Sai Wan, 西環屈地街44號地下";22.286188;114.136563;735
"Lavender Restaurant";0;"school";"Restaurant";"Sai Wan, Western District 水街9號A舖";22.286188;114.138938;736
"Kam Cheung Spare Ribs Noodle";288;"school";"Chinese noodle restaurant";"Sai Wan, 西環西營盤德輔道西316號地下C舖";22.287187;114.138813;737
"Dongnan Restaurant";7;"school";"Chinese restaurant";"Sai Wan, 第三街148";22.285687;114.139438;738
"Kam Hing Chiuchow Restaurant";60;"school";"Asian restaurant";"Sai Wan, Queen's Rd W, 406-408號號地下";22.286563;114.139312;739
"Amy's Kitchen";175;"school";"Western restaurant";"Sai Wan, Des Voeux Rd W, 352號";22.287062;114.137937;740
"Yardbird";451;"school";"Yakitori restaurant";"154-158 Wing Lok St, Sheung Wan";22.287187;114.149063;741
"BlackSalt";91;"school";"Asian fusion restaurant";"14 Fuk Sau Ln, Sai Ying Pun";22.285813;114.140437;742
"Northern Dumpling Yuan";35;"school";"Chinese restaurant";"Sai Wan, 西環水街1號地下";22.287062;114.138813;743
"238 restaurant";60;"school";"Restaurant";"238 Hollywood Rd, Tai Ping Shan";22.285938;114.147188;745
"鴻興茶餐廳";3;"school";"Restaurant";"Hang Fai Building, 127B Third St, Sai Ying Pun";22.285813;114.140063;746
"Potato Head Hong Kong";362;"school";"Restaurant";"100號 Third St, Sai Ying Pun";22.285687;114.140437;747
"大頭蝦餐廳 King Prawn Restaurant";2;"school";"Restaurant";"352 Des Voeux Rd W, Shek Tong Tsui";22.287187;114.137813;748
"Viet Chiu Vietnamese Restaurant";74;"school";"Vietnamese restaurant";"406B Des Voeux Rd W, Sai Wan";22.286688;114.136312;749
"Fish School";64;"school";"Seafood restaurant";"100 Third St, Sai Ying Pun";22.285562;114.140313;750
"Blue Mountain Restaurant";1;"school";"Chinese restaurant";"G/F, 420 Queen's Road West, Western District, Sai Wan";22.286437;114.138813;751
"Locofama";116;"school";"Organic restaurant";"9, 13 Fuk Sau Ln, Sai Ying Pun";22.285938;114.140313;752
"She Wong Hoi Restaurant";73;"school";"Chinese restaurant";"119 First St, Sai Ying Pun";22.286688;114.141062;753
"Chautari Restaurant";54;"school";"Indian restaurant";"Sheung Wan, 上環皇后街1號熟食市場1樓CF6號舖";22.287438;114.147313;754
"Café Malacca";189;"school";"Malaysian restaurant";"508 Queen's Rd W, Shek Tong Tsui";22.286188;114.134937;755
"Zhen Restaurant Contemporary Dim Sum";84;"school";"Cantonese restaurant";"Shek Tong Tsui, Hill Rd, 48-52號號 地下 C 舖 Nam Cheong Building";22.285063;114.135438;756
"Modern Fast Food Restaurant";13;"school";"Chinese restaurant";"Fung Shing Building, 168 Connaught Rd W, Sai Wan";22.287938;114.138562;757
"Shop9 Restaurant and Lounge";37;"school";"Continental restaurant";"Hang Fai Building, 127B Third St, Sai Ying Pun";22.285813;114.140063;758
"Cafe Malacca at Hotel Jen Hong Kong";41;"school";"Asian restaurant";"Queen's Rd W, Sai Wan";22.285938;114.134937;759
"COBO HOUSE";64;"school";"Restaurant";"Shek Tong Tsui, South Ln, 812號HKU MTR Station Exit B2";22.285562;114.134563;760
"Trattoria Caffe Monteverdi";66;"school";"Italian restaurant";"Sai Ying Pun, 西環 西營盤 高街 6A號 地下 6A G/F High Street";22.285063;114.142937;761
"Tasty and Seasonal Restaurant";134;"school";"Seafood restaurant";"Shek Tong Tsui, 德輔道西434號均益大廈一期地下四號鋪";22.286938;114.134563;763
"ethos";98;"school";"Western restaurant";"G/F, 93-99 Hill Road, Sai Wan, Hong Kong (HKU station exit A1, Shek Tong Tsui";22.284438;114.136688;764
"Cafe&Cafe&Cafe";17;"school";"Restaurant";"Sai Wan, Eastern Street 1st Second Ave";22.286188;114.143563;765
"Meeting Point";46;"school";"Western restaurant";"188 Connaught Rd W, Sai Wan";22.286938;114.135813;766
"Tung Nam Restaurant";1;"school";"Chinese restaurant";"G/F, 148 Third Street, Western District, Sai Wan";22.285813;114.139688;767
"Bijas Vegetarian Restaurant";184;"school";"Vegan restaurant";"Run Run Shaw Tower, Centennial Campus, Pok Fu Lam Rd, Mid-level";22.283813;114.134063;768
"Hong Lok Restaurant";13;"school";"Chinese restaurant";"Sai Wan, 西環第一街102號地下";22.286563;114.140688;769
"Flying Pig Bistro";219;"school";"Restaurant";"62 High St, Sai Ying Pun";22.285188;114.141562;770
"China-West Frangrance Food Restaurant";35;"school";"Mandarin restaurant";"406-408d Des Voeux Road West, Des Voeux Rd W, Shek Tong Tsui";22.286563;114.136312;771
"Mori You Japanese Restaurant";18;"school";"Japanese restaurant";"Shop C, G/F., 38-42 Eastern Street, Sai Ying Pun, Hong Kong, Tai Ping Shan";22.286563;114.143813;772
"Ollies Cafe & Restaurant";100;"school";"Western restaurant";"56 High St, Sai Ying Pun";22.285063;114.141813;773
"VEA Restaurant & Lounge";103;"school";"Restaurant";"29 & 30/F, 198 Wellington Street, Central";22.284937;114.152938;774
"Clipper Lounge";164;"school";"Buffet restaurant";"5 Connaught Rd Central, Central";22.281938;114.159438;775
"Tak Hing Yuen Seafood Restaurant";0;"school";"Restaurant";"2/F & 3/F, Pacific Plaza, 410-418 Des Voeux Road West, Western District, Sai Wan";22.286563;114.135687;776
"Po Lin Yuen Vegetarian Food";57;"school";"Vegetarian restaurant";"Sai Wan, 西環皇后大道西308號地下";22.286813;114.141813;777
"Nice Restaurant";266;"school";"Western restaurant";"Sai Wan, 西環皇后大道西335號";22.286938;114.141313;778
"Indian Spices";63;"school";"Indian restaurant";"Sai Ying Pun, High St, 72號香港島, 西环 地下10號舖";22.285063;114.141313;779
"Tai O Cafe Kitchen";85;"school";"Restaurant";"Goa Building, 地下, 西環山道20-24號高雅大廈, Hill Rd, Sai Wan";22.285562;114.134937;780
"Sup 1";44;"school";"Fusion restaurant";"Lai Yin Court, High St, Sai Ying Pun";22.285188;114.141062;781
