"name";"reviewNum";"searchKey";"givenKey";"address";"latitude";"longitude";"id"
"Chinachem Century Tower Car Park";0;"parking lot";"Parking Lot";"Wan Chai, 告士打道178";22.279938;114.178438;3616
"紅磡警署停車場入口";1;"parking lot";"Parking Lot";"Chung Hau St, Ho Man Tin";22.315437;114.177813;3617
"Hollywood Terrace";1;"parking lot";"Parking Lot";"123 Hollywood Rd, Tai Ping Shan";22.284187;114.150938;3618
"On-Street Motorcycle Parking Spaces";0;"parking lot";"Parking Lot for Motorcycles";"188 Connaught Rd W, Sai Wan";22.287187;114.135562;3619
"Peak Galleria Car Park";9;"parking lot";"Parking Lot";"The Peak";22.270313;114.149563;3620
"Airport Express Hong Kong Station Car Park";128;"parking lot";"Parking Lot";"Central, Harbour View St, HK 香港島 One International Finance Centre";22.285313;114.157438;3621
"Kennedy Town Carpark";10;"parking lot";"Parking Lot";"12 Rock Hill St, Sai Wan";22.282063;114.129062;3622
"Sasson Road Parking";0;"parking lot";"Parking Lot";"Sasson Road, Sandy Bay";22.268063;114.129438;3624
"Elements South Carpark";11;"parking lot";"Parking Lot";"1 Austin Rd, Tsim Sha Tsui";22.303938;114.160187;3625
"Wilson Car Parking 3 floors";0;"parking lot";"Parking Lot";"Wealth Court, 28 Tsat Tsz Mui Rd, North Point";22.290563;114.201438;3626
"Butterfly Beach Park Parking Lot";21;"parking lot";"Parking";"Lung Mun Rd, Butterfly Beach";22.374688;113.958688;3627
"Rumsey Street Multi Storey Car Park";154;"parking lot";"Parking Lot";"2 Rumsey St, Sheung Wan";22.287438;114.153313;3628
"Faculty of Medical Building, HKU";0;"parking lot";"Parking Lot";"7 Northcote Cl, Sandy Bay";22.267313;114.128813;3629
"Hong Kong Velodrome Parking Lot";10;"parking lot";"Parking Lot";"Kwong Ming Court Kwong Sun House, 108 Po Hong Rd, Tseung Kwan O";22.312563;114.261438;3630
"Yuen Chau Kok Road metered parking spaces";14;"parking lot";"Parking Lot";"Sha Tin, Yuen Chau Kok Rd, 19號號 Clp Power Hong Kong Limited Siu Tan Substation";22.380563;114.199937;3631
"Three Pacific Place Car Park";1;"parking lot";"Parking Lot";"Monmouth Path, Wan Chai";22.277188;114.167938;3632
"Langham Place Shopping Mall Car Park";13;"parking lot";"Parking Lot";"Mong Kok, Shantung Street, 31號35";22.317313;114.168688;3633
"The Sun Arcade Car Park";6;"parking lot";"Parking Lot";"Tsim Sha Tsui";22.296687;114.169937;3634
"Bank Of East Asia Harbour View Centre Car Park";9;"parking lot";"Parking Lot";"Wan Chai, 告士打道56號";22.278937;114.171187;3635
"Avenue carpark 囍匯停車塲";2;"parking lot";"Parking Lot";"Spring Garden Mansion, 21-29 Spring Garden Ln, Wan Chai";22.275813;114.172812;3636
"鷹港停車場";1;"parking lot";"Parking Lot";"25 Harbour Rd, Wan Chai";22.280813;114.175188;3637
"160 Lockhart Road Garage";0;"parking lot";"Parking Lot";"160 Lockhart Rd, Wan Chai";22.278063;114.173813;3638
"Hong Kong Convention and Exhibition Centre New Wing Car Park";7;"parking lot";"Parking Lot";"Wan Chai";22.283063;114.173063;3639
"Stanley Car Park";1;"parking lot";"Parking Lot";"29 Stanley Beach Rd, Stanley";22.219813;114.213438;3640
"Imperial Parking - 灰窰角街";2;"parking lot";"Parking Lot";"46 Fui Yiu Kok St, Tsuen Wan";22.365688;114.118187;3642
"Olympian City One Car Park";46;"parking lot";"Parking Lot";"Tai Kok Tsui";22.319812;114.157688;3643
"Harbourview Horizon Parking";3;"parking lot";"Parking Lot";"Hung Lok Rd, Hung Hom";22.302687;114.185313;3644
"The Hong Kong Polytechnic University Car Park";6;"parking lot";"Parking Lot";"Hung Hom Bay";22.303688;114.179313;3645
"路旁停車位";1;"parking lot";"Parking Lot";"Tung Fong St, Mong Kok";22.313438;114.171062;3646
"Ocean Park Car Park";0;"parking lot";"Parking Lot";"23 Ocean Park Rd, Ocean Park";22.248188;114.174438;3647
"CC Wu Building Car Park Entrance";2;"parking lot";"Parking Lot";"號, 212 Wan Chai Rd, Wan Chai";22.277563;114.177938;3648
"Sunlight Tower Car Park";1;"parking lot";"Parking Lot";"62 Tai Yuen St, Wan Chai";22.274688;114.173437;3649
"Kwan Chart Tower Car Park";0;"parking lot";"Parking Lot";"Wan Chai";22.279313;114.178063;3650
"C C Wu Building Car Park";50;"parking lot";"Parking Lot";"Wan Chai, 軒尼詩道302～308號";22.277688;114.177938;3651
"Yaumatei Car Park Building";124;"parking lot";"Parking Lot";"Yau Ma Tei, 上海街號250號";22.309312;114.170688;3652
"LHN Parking HK - Carnarvon Plaza";0;"parking lot";"Parking Lot";"B2, Carnarvon Plaza, No. 20 Carnarvon Road, Tsim Sha Tsui";22.299188;114.173188;3653
"disabled parking";0;"parking lot";"Parking Lot";"Tsim Sha Tsui East";22.298187;114.176188;3654
"Great Smart Tower Car Park";4;"parking lot";"Parking Lot";"Wan Chai, 灣仔道230";22.278063;114.178937;3655
"City University of Hong Kong Car Park";6;"parking lot";"Parking Lot";"Car Park, 83 Tat Chee Ave, Kowloon Tong";22.337188;114.172438;3656
"Concordia Plaza Car Park";35;"parking lot";"Parking Lot";"1號 Science Museum Rd, Tsim Sha Tsui";22.302188;114.178688;3657
"Causeway Bay Plaza II Car Park";3;"parking lot";"Parking Lot";"Causeway Bay, Lockhart Rd, 463號464 號";22.280437;114.181812;3658
"Hoi Fu Car Park";1;"parking lot";"Parking Lot";"2 Hoi Ting Rd, Mong Kok";22.316187;114.165313;3659
"Nam Cheong Estate Car Park";4;"parking lot";"Parking Lot";"3 Cheong San Ln, Sham Shui Po";22.326188;114.157563;3660
"171 Prince Edward Rd W Garage";1;"parking lot";"Parking Lot";"13 Nullah Rd, Mong Kok";22.323813;114.169312;3661
"On-Street Motorcycle Parking Spaces - Tai Pin Shan Street";0;"parking lot";"Parking Lot for Motorcycles";"40 Tai Ping Shan St, Tai Ping Shan";22.285188;114.147562;3662
"South China Athletic Association Car Park";18;"parking lot";"Parking Lot";"Caroline Hill";22.275938;114.186687;3663
"17 Glee Path Garage";0;"parking lot";"Parking Lot";"17 Glee Path, Mei Foo Sun Chuen";22.336563;114.139937;3664
"Luen Wan Street Car Park";8;"parking lot";"Parking Lot";"Mong Kok";22.320313;114.172438;3665
"HKCEC parking";0;"parking lot";"Parking Lot";"Harbour Rd, Wan Chai";22.280563;114.171687;3667
"Motorcycle Parking Space";1;"parking lot";"Parking Lot for Motorcycles";"Mount Austin Rd, The Peak";22.274188;114.143563;3668
"Yue Xiu Apt Parking Limited";3;"parking lot";"Parking Lot";"Causeway Bay";22.286563;114.192062;3669
"26-28 Tat Chee Rd Garage";0;"parking lot";"Parking Lot";"26-28 Tat Chee Rd, Yau Yat Chuen";22.331438;114.175563;3670
"Elements North Carpark";2;"parking lot";"Parking Lot";"1 Austin Rd W, Tsim Sha Tsui";22.306063;114.162063;3671
"Kowloon Hospital Car Park";9;"parking lot";"Parking Lot";"Mong Kok, 九龍醫院";22.324813;114.179688;3672
"Ocean Park MTR Station Carpark";1;"parking lot";"Parking Lot";"65XG+J3 Hong Kong";22.249062;114.175188;3673
"Kowloon Park,CP Parking Limited";0;"parking lot";"Parking Lot";"Austin Rd, Tsim Sha Tsui";22.303313;114.172563;3674
"Chevalier Commercial Centre Car Park";12;"parking lot";"Parking Lot";"8 Wang Hoi Rd, Kowloon Bay";22.320813;114.211188;3675
"1 Chak On Rd Garage";0;"parking lot";"Parking Lot";"1 Chak On Rd, Tai Woh Ping";22.340813;114.164063;3676
"5-55 Fu Ning St Garage";0;"parking lot";"Parking Lot";"51 Fu Ning St, Ma Tau Wai";22.325188;114.187438;3677
"Communication and Visual Arts Building Carpark";0;"parking lot";"Parking Lot";"3 Baptist University Rd, Kowloon Tsai";22.334313;114.182562;3678
"Hung Hom Road Parking";0;"parking lot";"Parking Lot";"Hung Hom Rd, Hung Hom";22.311938;114.190188;3679
"Parking Lot";0;"parking lot";"Parking Lot";"Cameron Ln, Tsim Sha Tsui";22.298937;114.172812;3680
"太古城中心停車場 Cityplaza Carpark";7;"parking lot";"Parking Lot";"Tai Fung Ave, Quarry Bay";22.286688;114.218062;3681
"Lee Garden One Car Park";0;"parking lot";"Parking Lot";"1-27 Lan Fong Rd, Causeway Bay";22.278563;114.184312;3683
"Motorcycle Parking HK - Free";1;"parking lot";"Parking Lot for Motorcycles";"7 Whitty St, Shek Tong Tsui";22.286938;114.136438;3684
"On-Street Motorcycle Parking Spaces - Tamar Street";0;"parking lot";"Parking Lot for Motorcycles";"Tamar St, Admiralty";22.279438;114.164313;3685
"大隴街路旁咪錶泊車位 2";2;"parking lot";"Parking Lot";"Kwai Loong Building, 53 Tai Loong St, Kwai Chung";22.365187;114.137563;3686
"Motorcycle parking";0;"parking lot";"Parking Lot for Motorcycles";"100 Hill Rd, Shek Tong Tsui";22.284313;114.136938;3687
"Sun Yat Sen Memorial Park Sports Centre Car Park";15;"parking lot";"Parking Lot";"18 Eastern St N, Sai Wan";22.289813;114.143437;3688
"Motorcycle Parking HK - Free (Cyberport Park)";1;"parking lot";"Parking Lot for Motorcycles";"Information Crescent (Cyberport Park), Cyberport Rd, Telegraph Bay";22.260063;114.129938;3689
"Lee Garden Three Carpark";4;"parking lot";"Parking Lot";"1 Sunning Rd, Causeway Bay";22.277437;114.185437;3690
"One Kowloon Parking";9;"parking lot";"Parking Lot";"Wang Yuen St, Kowloon Bay";22.321063;114.210313;3691
"2 Tuen Hi Rd Parking";0;"parking lot";"Parking Lot";"2 Tuen Hi Rd, Tuen Mun";22.391438;113.976813;3692
"Parking";0;"parking lot";"Parking Lot";"416 Kwun Tong Rd, Kwun Tong";22.312938;114.224438;3693
"20 Wang Hoi Road Garage";1;"parking lot";"Parking Lot";"20 Wang Hoi Rd, Kowloon Bay";22.323813;114.211063;3694
"motorbike parking lot";0;"parking lot";"Parking Lot for Motorcycles";"Luard Rd, Wan Chai";22.277813;114.171687;3695
"On-Street Motorcycle Parking Spaces - Bowring St";0;"parking lot";"Parking Lot for Motorcycles";"Bowring St, Jordan";22.304187;114.168188;3696
"The Palazzo Car Park";7;"parking lot";"Parking Lot";"Fo Tan";22.395313;114.199188;3697
"Monthly Parking";0;"parking lot";"Tsukigime Parking Lot";"Wah Lung Path, Kellet Bay";22.249688;114.138813;3698
"Ting Kau Car Park";21;"parking lot";"Parking Lot";"迴旋 處, Ting Yat Rd, Ting Kau";22.369563;114.077563;3699
"停車場A";0;"parking lot";"Parking Lot";"53 Renfrew Rd, Kowloon Tsai";22.338063;114.181937;3701
"On-Street Motorcycle Parking Spaces - Battery St near Nanking St";1;"parking lot";"Parking Lot for Motorcycles";"Yau Ma Tei, Battery St, 2";22.306438;114.168563;3702
"Peninsula Centra Parking Lot";0;"parking lot";"Parking";"Tsim Sha Tsui East, 麼地道67";22.298688;114.177062;3703
"On-Street Motorcycle Parking Spaces - Soy St near Kam Fong St";0;"parking lot";"Parking Lot for Motorcycles";"Mong Kok, Soy St, 1-3";22.316062;114.167063;3705
"Tung Chau Street Parking Lot";4;"parking lot";"Parking";"Sham Shui Po";22.328563;114.157438;3707
"On-street Parking Lot";1;"parking lot";"Parking Lot";"Kwai Ying Building, 2 Shek Ying Path, Kwai Chung";22.364813;114.136187;3709
"Goldway Parking Texaco Road Parking Lot";0;"parking lot";"Parking Lot";"231 Texaco Rd, Tsuen Wan";22.364688;114.115313;3711
"Kin Sang Shopping Centre";0;"parking lot";"Parking Lot";"16 Leung Tak St, Tuen Mun";22.407063;113.970188;3713
"Prosperity Industry Millennium Plaza parking lot";9;"parking lot";"Parking";"Prosperity Millennia Plaza, 663 King's Rd, Tsat Tsz Mui";22.291813;114.208188;3714
"On-Street Motorcycle Parking Spaces - Reclamation St";0;"parking lot";"Parking Lot for Motorcycles";"Mong Kok, Reclamation St, 329號279";22.315312;114.168438;3715
"The Jockey Club Kau Sai Chau Public Golf Course's Public Car Park";148;"parking lot";"Parking Lot";"Wai Man Road, Sai Kung";22.384063;114.276563;3716
"Free Motorcycle Parking Onstreet HK (Tai Ping Shan St)";0;"parking lot";"Parking Lot for Motorcycles";"Kwong Fuk Ancestral Hall, 40 Tai Ping Shan St, Tai Ping Shan";22.285188;114.147687;3717
"Golden Plaza Car Park";27;"parking lot";"Parking Lot";"Yuen Long";22.445188;114.031188;3718
"Motorcycle onstreet Parking HK - Free";1;"parking lot";"Parking Lot for Motorcycles";"2 Kwong Wa St, Mong Kok";22.316313;114.173188;3719
"HK Onstreet Motorcycle Parking (Free)";2;"parking lot";"Parking Lot for Motorcycles";"30 North St, Kennedy Town";22.282188;114.129062;3720
"On-Street Parking Space: Hung Cheung Road";1;"parking lot";"Parking Lot";"Hung Cheung Rd, Tuen Mun";22.393188;113.969062;3721
"Metered Parking Lot - Yuen Long Park";2;"parking lot";"Parking Lot";"38 Town Park Rd N, Yuen Long";22.443188;114.020063;3722
"Golden Beach Path Outdoor Car Park";47;"parking lot";"Parking Lot";"So Kwun Wat, Castle Peak Road (Castle Peak Bay), 1號香港黃金海岸酒店";22.372687;113.988563;3723
"Mack Parking - Shau Kei Wan Car Park";11;"parking lot";"Parking Lot";"16 Mong Lung St, Shau Kei Wan";22.278688;114.229563;3724
"Parking Lot For Motorcycles";0;"parking lot";"Parking Lot for Motorcycles";"Cheung Sha Wan";22.337938;114.145312;3725
"Cafeteria Old Beach Car Park (Outdoor)";10;"parking lot";"Parking Lot";"So Kwun Wat, Castle Peak Road (Castle Peak Bay), 舊咖啡灣泳灘";22.375562;113.985563;3726
"Marina Garden Car Park";2;"parking lot";"Parking Lot";"Tuen Mun";22.372188;113.970688;3727
"On Park Parking";3;"parking lot";"Parking Garage";"Ka On St, Shek Tong Tsui";22.287563;114.137437;3729
"Hong King Garden car park";2;"parking lot";"Parking Lot";"14-28 Tsing Sin St, Tuen Mun";22.385438;113.980062;3730
"YOHO MALL I (Car Park - AB Zone)";74;"parking lot";"Parking Lot";"L1, 9 Yuen Lung Street, Yuen Long";22.443437;114.037062;3731
"Hanford Garden Car Park";3;"parking lot";"Parking Lot";"Sam Shing St, Tuen Mun";22.382437;113.976563;3732
"On-Street Motorcycle Parking Spaces - Cotton Tree Drive";0;"parking lot";"Parking Lot for Motorcycles";"Cotton Tree Dr, Admiralty";22.279813;114.163187;3733
"CP Parking";2;"parking lot";"Parking Lot";"Sam Shing Estate Moon Yu House, 號, Sam Shing St, Tuen Mun";22.380563;113.979312;3734
"Sam Shing Outdoor Parking";4;"parking lot";"Parking Lot";"Sam Shing Estate Market, 15 Sam Shing St, Tuen Mun";22.380937;113.977062;3735
"Best Western Felicity Hotel Parking Lot";26;"parking lot";"Parking Lot";"Heping Rd, Lo Wu, China";22.531062;114.116437;3737
"Grandeur Gardens Parking";7;"parking lot";"Parking Lot";"San Hui, King Fung Path, 景峰徑3號";22.404813;113.981188;3738
"Shan King Car Park 1";0;"parking lot";"Parking Lot";"1 Ming Kum Rd, Tuen Mun";22.396562;113.965813;3739
"Tuen Mun Hospital Car Park";18;"parking lot";"Parking Lot";"Tuen Mun";22.408688;113.976188;3740
"Lee Tung Avenue Car Park";2;"parking lot";"Parking Garage";"21-29 Spring Garden Ln, Wan Chai";22.275813;114.172812;3741
"Pacific Centre 4 Parking Lot";1;"parking lot";"Parking";"Quarry Bay";22.287563;114.218313;3742
"Leighton Centre Car Park";25;"parking lot";"Parking Garage";"Sharp St E, Causeway Bay";22.277938;114.183187;3743
"On-Street Motorcycle Parking Space - New Street";0;"parking lot";"Parking Lot for Motorcycles";"10 New Street, New St, Sai Wan";22.285562;114.147188;3745
"On-Street Motorcycle Parking Space - Queens Rd";0;"parking lot";"Parking Lot for Motorcycles";"32 Queen St, Sheung Wan";22.287938;114.147188;3746
"Parking Lot for Bicycles";0;"parking lot";"Parking Lot for Bicycles";"Hang Hau";22.313187;114.264438;3748
"Parklane Square Car Park";27;"parking lot";"Parking Lot";"Tuen Mun";22.390813;113.977313;3751
"Sunny Bay Car Park";56;"parking lot";"Parking Lot";"Sunny Bay Road, Lantau Island";22.334438;114.029688;3752
"Bicycle Parking Place";1;"parking lot";"Parking Lot for Bicycles";"Hang Hau, Po Ning Rd, 25號號 Fu Ning Garden Commercial Complex";22.319187;114.266438;3753
"Motorbike parking";0;"parking lot";"Parking Lot for Motorcycles";"40 Tai Ping Shan St, Tai Ping Shan";22.285188;114.147687;3754
"Ka Choi Lane Carpark";0;"parking lot";"Parking Lot";"So Kwun Wat";22.370437;113.998188;3755
"Parking scooter";0;"parking lot";"Parking Lot for Motorcycles";"Fairmont House, 8 Cotton Tree Dr, Central";22.279938;114.162687;3756
"Ye Wang Lu Parking";1;"parking lot";"Parking Lot";"Tuen Mun, Yip Wong Rd, 106號號";22.386188;113.967437;3757
"HK Motorcycle Parking Onstreet Free";1;"parking lot";"Parking Lot for Motorcycles";"Bridges Street Market, 2 Bridges St, Tai Ping Shan";22.283312;114.151063;3759
"Hong King Garden";0;"parking lot";"Parking Lot";"58 Tsing Sin St, Tuen Mun";22.385438;113.979937;3760
"Science Park Phase 2 Car Park";29;"parking lot";"Parking Lot";"8-10 Science Park West Avenue, B/F, Pak Shek Kok";22.426438;114.210063;3761
"Xinguihua Cun Bianjian Dormitory Parking Lot";0;"parking lot";"Parking Lot";"Yingui Rd, Mai Po, China";22.513438;114.061062;3763
"Robinson Heights Car Park";0;"parking lot";"Parking Garage";"Mid-level, 羅便臣道8";22.279063;114.153062;3764
"Hong Kong Disneyland Park Car Park";46;"parking lot";"Parking Lot";"Hong Kong Disneyland Resort";22.316563;114.043438;3766
"Long Tin Parking Lot";9;"parking lot";"Parking";"Yuen Long";22.451562;114.010438;3767
"On-Street Motorcycle Parking Spaces - Tung On St";1;"parking lot";"Parking Lot for Motorcycles";"45號 Tung On St, Mong Kok";22.314687;114.167562;3768
"On-Street Motorcycle Parking Space";0;"parking lot";"Parking Lot for Motorcycles";"45號 Pitt St, Yau Ma Tei";22.313937;114.169937;3769
"Mira Place Tower A Car Park";30;"parking lot";"Parking Garage";"Tsim Sha Tsui";22.300688;114.172688;3770
"United Centre Car Park";11;"parking lot";"Parking Garage";"Admiralty";22.278812;114.165313;3771
"On-Street Motorcycle Parking Spaces - Yuen Yuen Street";0;"parking lot";"Parking Lot for Motorcycles";"3 Yuen Yuen Street, Yuen Yuen St, Happy Valley";22.269187;114.186063;3772
"Lei Tung Estate Car Park";3;"parking lot";"Parking Garage";"Ap Lei Chau";22.241687;114.155188;3778
"Hong Kong International Airport Multi-Storey Car Park";41;"parking lot";"Parking Garage";"11 Cheong Tat Road, Chek Lap Kok";22.317938;113.934312;3781
"利園一期停車場";0;"parking lot";"Parking Garage";"13 Lan Fong Road, 號, Causeway Bay";22.278688;114.184438;3782
"Skyline Tower Car Park";85;"parking lot";"Parking Garage";"39 Wang Kwong Rd, Kowloon Bay";22.326188;114.204938;3783
"Chuang Hao Fang Parking";3;"parking lot";"Parking Garage";"5-9 Lam Lok St, Kowloon Bay";22.322062;114.206813;3784
"D2 Place ONE Parking";4;"parking lot";"Parking Garage";"9 Cheung Yee St, Cheung Sha Wan";22.336187;114.148938;3785
"Fu Tung Plaza Parking";3;"parking lot";"Parking Garage";"6 Fu Tung St, Tung Chung";22.288188;113.942187;3786
"Sunway Gardens Car Park";0;"parking lot";"Parking Garage";"Unnamed Road, Quarry Bay";22.286063;114.212438;3787
"Zone A, H.A.N.D.S Car Park";1;"parking lot";"Parking Garage";"2A Tuen Mun Heung Sze Wui Road, Tuen Mun";22.386938;113.975938;3789
"The University of Hong Kong (Composite Building) Car Park";2;"parking lot";"Parking";"Lung Fu Shan";22.283188;114.136063;3790
"T Town 北停車場";4;"parking lot";"Parking Garage";"33 Tin Wah Rd, Tin Shui Wai";22.462313;113.998062;3791
"Siu Hei Court Car Park";5;"parking lot";"Parking";"Tuen Mun";22.373438;113.966438;3792
"Soho PMQ Centrestage Car Park";3;"parking lot";"Public Parking Space";"Tai Ping Shan";22.283563;114.150938;3793
"Convention Plaza Harbour Road Carpark";1;"parking lot";"Public Parking Space";"Hong Kong Convention And Exhibition Centre, 1 Harbour Rd, Wan Chai";22.281187;114.172938;3794
"Sai Ying Pun Post Office";20;"post office";"Post office";"Sai Ying Pun Post Office (Firemen's Married Quarters), POKFULAM ROAD, Sai Ying Pun, 27 Pok Fu Lam Rd, Sai Ying Pun";22.286063;114.139812;3795
"Sheung Wan Post Office";14;"post office";"Post office";"Sheung Wan, Des Voeux Rd Central, 322-324號西區電話機樓1樓";22.286688;114.150313;3796
"Kennedy Town Post Office";12;"post office";"Post office";"Kennedy Town Community Complex, 12號 Rock Hill St, Kennedy Town";22.281938;114.129062;3797
"General Post Office";21;"post office";"Post office";"2 Connaught Pl, Central";22.283688;114.159438;3798
"Johnston Road Post Office";17;"post office";"Post office";"地下2號, 22號 Johnston Rd, Wan Chai";22.276938;114.170313;3799
"Wan Chai Post Office";16;"post office";"Post office";"Wan Chai, Queen's Rd E, 197-213號胡忠大廈2樓";22.274313;114.172938;3800
"Cyberport Post Office";3;"post office";"Post office";"100 Cyberport Rd, Telegraph Bay";22.261938;114.129562;3801
"Pok Fu Lam Post Office";3;"post office";"Post office";"Chi Fu Fa Yuen Fu Wing Yuen, Pok Fu Lam";22.258688;114.137188;3802
"Kowloon Central Post Office";30;"post office";"Post office";"Yau Ma Tei, Nathan Rd, 405號1樓及2樓 Mongkok Government Offices";22.309437;114.171062;3803
"Morrison Hill Post Office";6;"post office";"Post office";"Oi Kwan Court, Oi Kwan Rd, Wan Chai";22.276063;114.179688;3804
"Tai Kok Tsui Post Office";12;"post office";"Post office";"號地下, 67 Anchor St, Tai Kok Tsui";22.320063;114.163688;3805
"Mong Kok Post Office";18;"post office";"Post office";"1/F, Mongkok Exchange, 37號 Bute St, Mong Kok";22.322062;114.168188;3806
"Causeway Bay Post Office";13;"post office";"Post office";"Causeway Bay, Gloucester Rd, 311號10/F Windor House";22.280188;114.186687;3807
"Ap Lei Chau Post Office";4;"post office";"Post office";"Ap Lei Chau Estate Lei Ning House, Ap Lei Chau Bridge Rd, Aberdeen";22.244938;114.149313;3808
"Aberdeen Post Office";10;"post office";"Post office";"Aberdeen, Aberdeen Main Rd, 171號金豐大廈地下";22.248688;114.155438;3809
"Hung Hom Bay Post Office";26;"post office";"Post office";"Whampoa Garden Site 2 Block 14, 香港九龍红磡黄埔花园锦桃苑第, Hung Hom";22.304438;114.188562;3810
"Wah Fu Post Office";4;"post office";"Post office";"Flat 423-424, Wah Fu (I) Estate Wah Chun House, Wah Fu Rd, Pok Fu Lam";22.250063;114.136563;3811
"Peak Post Office";4;"post office";"Post office";"128 Peak Rd, The Peak";22.271313;114.149813;3812
"Gillies Avenue Post Office";7;"post office";"Post office";"Hung Hom, Gillies Ave N, 140號G/F";22.311813;114.187312;3813
"Mei Foo Sun Chuen Post Office";26;"post office";"Post office";"Lai Chi Kok, 西鐵115號美孚站";22.337813;114.137688;3814
"Shek Kip Mei Post Office";11;"post office";"Post office";"101 Woh Chai St, Shek Kip Mei";22.332313;114.167188;3815
"Tsat Tsz Mui Post Office";12;"post office";"Post office";"Tsat Tsz Mui, King's Rd, 770號7及11號模範邨C座地下1號";22.290563;114.208937;3816
"Tsim Sha Tsui Post Office";28;"post office";"Post office";"Tsim Sha Tsui, Middle Rd, 10號1樓 Hermes House, 地下和";22.295813;114.173313;3817
"Lok Fu Post Office";7;"post office";"Post office";"Wang Tau Hom, Junction Rd, 198號樂富廣場3樓3152號";22.339438;114.186812;3818
"Kwai Fong Post Office";17;"post office";"Post office";"Kwai Kin House, Kwai Fong Estate, Kwai Chung";22.360188;114.129188;3819
"Lai King Post Office";7;"post office";"Post office";"Lai King Estate Lok King House, Lai Cho Rd, Kwai Chung";22.346188;114.126438;3820
"Gloucester Road Post Office";10;"post office";"Post office";"Revenue Tower, 5 Gloucester Rd, Wan Chai";22.279687;114.172063;3821
"香港郵政";3;"post office";"Post office";"60 Chung Hau St, Ho Man Tin";22.312063;114.178937;3822
"Kowloon Bay Post Office";12;"post office";"Post office";"Kowloon Bay, Sheung Yuet Rd, 9號Shop 1&3, 1/F, Tower 1 Enterprise Square V Tower 1";22.321813;114.208188;3823
"香港郵政門市業務科";0;"post office";"Post office";"Central, Pier Rd, 38號1層";22.286563;114.154812;3824
"Granville Road Post Office";3;"post office";"Post office";"Tsim Sha Tsui, 加連威老道2-6號";22.299563;114.172688;3825
"Lei Tung Post Office";2;"post office";"Post office";"Ap Lei Chau, Lei Tung Commercial Centre Phase 1303, 305 and 307";22.241188;114.155813;3826
"Wong Tai Sin Post Office";4;"post office";"Post office";"2, Lung Lok House, Lower Wong Tai Sin Estate, Chuk Un";22.341063;114.192438;3827
"Kwun Tong Post Office";21;"post office";"Post office";"Bamboos Centre, 52 Hung To Rd, Kwun Tong";22.310313;114.222313;3828
"Kwai Shing Post Office";5;"post office";"Post office";"1A, Kwai Shing West Estate Block 7, Kwai Chung";22.361063;114.122563;3829
"Tsuen Wan Post Office";13;"post office";"Post office";"Tsuen Wan, Sai Lau Kok Rd, 38號荃灣政府合署1樓";22.374688;114.115187;3830
"Chuk Yuen Post Office";3;"post office";"Post office";"S10, Chuk Yuen Plaza, 15 Chuk Yuen Rd, Chuk Un";22.344688;114.192563;3831
"Cheung Fat Post Office";5;"post office";"Post office";"Tsing Yi, 長發邨俊發樓地下113及114號";22.361813;114.102562;3832
"Kwong Wa Street Post Office";8;"post office";"Post office";"1, 3 Kwong Wa St, Mong Kok";22.316812;114.173313;3833
"Ngau Tau Kok Post Office";1;"post office";"Post office";"郵政局, Ngau Tau Kok";22.322438;114.217063;3834
"So Uk Post Office";4;"post office";"Mailing service";"Shop No. 2, Free Standing Block No. 2, So Uk Estate, So Uk";22.341437;114.157312;3835
"Lamma Post Office";9;"post office";"Post office";"地下及1樓, 2號 Yung Shue Wan Main St, Lamma Island";22.226938;114.110437;3836
"Tsz Wan Shan Post Office";7;"post office";"Post office";"Tsz Wan Shan, Yuk Wah St, 23號慈雲山中心3樓330號";22.348688;114.199937;3837
"Sha Tin Central Post Office";16;"post office";"Post office";"1/F, Sha Tin Government Offices, 1 Sheung Wo Che Rd, Sha Tin";22.385438;114.186938;3838
"Lai Kok Post Office";7;"post office";"Post office";"105 -106, Lai Huen House, Lai Kok Estate, Cheung Sha Wan";22.332188;114.156313;3839
"Sham Shui Po Post Office";16;"post office";"Post office";"22 Un Chau Street, 元 州 55 號 地下, 22 Un Chau St, Un Chau";22.331938;114.163563;3840
"Tai Koo Shing Post Office";9;"post office";"Post office";"G1020-1022, Kam Sing Mansion, 1-3 Tai Fung Ave, Taikoo Shing";22.286688;114.218688;3841
"King's Road Post Office";11;"post office";"Post office";"North Point, King's Rd, 255號二 樓 Olympia Plaza";22.289813;114.194437;3842
"Mobile Post Office";1;"post office";"Post office";"At the podium, close to Block J, Allway Gardens, Tsuen Wan., Tsuen King Circuit";22.378063;114.103438;3843
"Mei Lam Post Office";10;"post office";"Post office";"35-37, Mei Lam Commercial Complex, Mei Lam Estate, Sha Tin";22.378313;114.176188;3845
"Sha Kok Post Office";8;"post office";"Post office";"245, Sha Kok Commercial Complex, Sha Kok Estae, Sha Tin";22.377688;114.193563;3846
"Oi Man Post Office";4;"post office";"Post office";"G13, Oi Man Estate, Oi Man Plaza, Ho Man Tin";22.312063;114.178937;3847
"Happy Valley Post Office";6;"post office";"Post office";"14-16 Sing Woo Rd, Happy Valley";22.267938;114.186563;3848
"Ho Man Tin Post Office";3;"post office";"Post office";"Ho Man Tin Estate Tim Man House, 68 Fat Kwong St, Ho Man Tin";22.315688;114.182188;3849
"Kowloon East Post Office";10;"post office";"Post office";"Kowloon East Government Offices, 12 Lei Yue Mun Rd, Kwun Tong";22.309563;114.229937;3850
